Message,Period,Time,Slot,Subject,Group,CTR,Revenue,Bid,VFC,Cost,Payoff
sync_net,1,00:15:54,-1,1,1,190,1900,0,10,0,1900
sync_net,1,00:15:54,-1,2,1,380,7600,0,20,0,7600
sync_net,1,00:15:54,-1,5,1,400,12000,0,30,0,12000
sync_net,1,00:15:54,-1,7,1,1,40,0,40,0,40
""
sync_net,1,00:15:56,-1,1,1,190,1900,0,10,0,1900
sync_net,1,00:15:56,-1,2,1,380,7600,0,20,0,7600
sync_net,1,00:15:56,-1,5,1,400,12000,0,30,0,12000
sync_net,1,00:15:56,-1,7,1,1,40,0,40,0,40
""
sync_net,1,00:15:58,-1,1,1,190,1900,0,10,0,1900
sync_net,1,00:15:58,-1,2,1,380,7600,0,20,0,7600
sync_net,1,00:15:58,-1,5,1,400,12000,0,30,0,12000
sync_net,1,00:15:58,-1,7,1,1,40,0,40,0,40
""
sync_net,1,00:16:00,-1,1,1,190,1900,0,10,0,1900
sync_net,1,00:16:00,-1,2,1,380,7600,0,20,0,7600
sync_net,1,00:16:00,-1,5,1,400,12000,0,30,0,12000
sync_net,1,00:16:00,-1,7,1,1,40,0,40,0,40
""
sync_net,1,00:16:02,-1,1,1,190,1900,0,10,0,1900
sync_net,1,00:16:02,-1,2,1,380,7600,0,20,0,7600
sync_net,1,00:16:02,-1,5,1,400,12000,0,30,0,12000
sync_net,1,00:16:02,-1,7,1,1,40,0,40,0,40
""
sync_net,1,00:16:04,-1,1,1,190,1900,0,10,0,1900
sync_net,1,00:16:04,-1,2,1,380,7600,0,20,0,7600
sync_net,1,00:16:04,-1,5,1,400,12000,0,30,0,12000
sync_net,1,00:16:04,-1,7,1,1,40,0,40,0,40
""
sync_net,1,00:16:05,-1,1,1,190,1900,0,10,0,1900
sync_net,1,00:16:05,-1,2,1,380,7600,0,20,0,7600
sync_net,1,00:16:05,-1,5,1,400,12000,0,30,0,12000
sync_net,1,00:16:05,-1,7,1,1,40,0,40,0,40
""
sync_net,1,00:16:07,-1,1,1,190,1900,0,10,0,1900
sync_net,1,00:16:07,-1,2,1,380,7600,0,20,0,7600
sync_net,1,00:16:07,-1,5,1,400,12000,0,30,0,12000
sync_net,1,00:16:07,-1,7,1,1,40,0,40,0,40
""
sync_net,1,00:16:09,-1,1,1,190,1900,0,10,0,1900
sync_net,1,00:16:09,-1,2,1,380,7600,0,20,0,7600
sync_net,1,00:16:09,-1,5,1,400,12000,0,30,0,12000
sync_net,1,00:16:09,-1,7,1,1,40,0,40,0,40
""
sync_net,1,00:16:11,-1,1,1,190,1900,0,10,0,1900
sync_net,1,00:16:11,-1,2,1,380,7600,0,20,0,7600
sync_net,1,00:16:11,-1,5,1,400,12000,0,30,0,12000
sync_net,1,00:16:11,-1,7,1,1,40,0,40,0,40
""
sync_net,1,00:16:12,-1,1,1,190,1900,0,10,0,1900
sync_net,1,00:16:12,-1,2,1,380,7600,0,20,0,7600
sync_net,1,00:16:12,-1,5,1,400,12000,0,30,0,12000
sync_net,1,00:16:12,-1,7,1,1,40,0,40,0,40
""
sync_net,1,00:16:13,-1,1,1,190,1900,0,10,0,1900
sync_net,1,00:16:13,-1,2,1,380,7600,0,20,0,7600
sync_net,1,00:16:13,-1,5,1,400,12000,0,30,0,12000
sync_net,1,00:16:13,-1,7,1,1,40,0,40,0,40
""
sync_net,1,00:16:14,-1,3,2,190,1900,0,10,0,1900
sync_net,1,00:16:14,-1,4,2,380,7600,0,20,0,7600
sync_net,1,00:16:14,-1,6,2,400,12000,0,30,0,12000
sync_net,1,00:16:14,-1,8,2,1,40,0,40,0,40
""
sync_net,1,00:16:14,0,1,1,400,4000,33.18,10,0,4000
sync_net,1,00:16:14,1,2,1,380,7600,0,20,0,7600
sync_net,1,00:16:14,2,5,1,190,5700,0,30,0,5700
sync_net,1,00:16:14,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:15,0,1,1,400,4000,33.79,10,0,4000
sync_net,1,00:16:15,1,2,1,380,7600,0,20,0,7600
sync_net,1,00:16:15,2,5,1,190,5700,0,30,0,5700
sync_net,1,00:16:15,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:16,-1,3,2,190,1900,0,10,0,1900
sync_net,1,00:16:16,-1,4,2,380,7600,0,20,0,7600
sync_net,1,00:16:16,-1,6,2,400,12000,0,30,0,12000
sync_net,1,00:16:16,-1,8,2,1,40,0,40,0,40
""
sync_net,1,00:16:16,0,1,1,400,4000,33.79,10,0,4000
sync_net,1,00:16:16,1,2,1,380,7600,0,20,0,7600
sync_net,1,00:16:16,2,5,1,190,5700,0,30,0,5700
sync_net,1,00:16:16,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:17,0,1,1,400,4000,33.79,10,0,4000
sync_net,1,00:16:17,1,2,1,380,7600,0,20,0,7600
sync_net,1,00:16:17,2,5,1,190,5700,0,30,0,5700
sync_net,1,00:16:17,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:18,-1,3,2,190,1900,0,10,0,1900
sync_net,1,00:16:18,-1,4,2,380,7600,0,20,0,7600
sync_net,1,00:16:18,-1,6,2,400,12000,0,30,0,12000
sync_net,1,00:16:18,-1,8,2,1,40,0,40,0,40
""
sync_net,1,00:16:18,0,1,1,400,4000,33.79,10,8000,-4000
sync_net,1,00:16:18,1,2,1,380,7600,20,20,0,7600
sync_net,1,00:16:18,2,5,1,190,5700,0,30,0,5700
sync_net,1,00:16:18,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:19,-1,3,2,190,1900,0,10,0,1900
sync_net,1,00:16:19,-1,4,2,380,7600,0,20,0,7600
sync_net,1,00:16:19,-1,6,2,400,12000,0,30,0,12000
sync_net,1,00:16:19,-1,8,2,1,40,0,40,0,40
""
sync_net,1,00:16:20,0,1,1,400,4000,33.79,10,8000,-4000
sync_net,1,00:16:20,1,2,1,380,7600,20,20,0,7600
sync_net,1,00:16:20,2,5,1,190,5700,0,30,0,5700
sync_net,1,00:16:20,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:20,-1,3,2,190,1900,0,10,0,1900
sync_net,1,00:16:20,-1,4,2,380,7600,0,20,0,7600
sync_net,1,00:16:20,-1,6,2,400,12000,0,30,0,12000
sync_net,1,00:16:20,-1,8,2,1,40,0,40,0,40
""
sync_net,1,00:16:21,0,3,2,400,4000,10,10,0,4000
sync_net,1,00:16:21,1,4,2,380,7600,0,20,0,7600
sync_net,1,00:16:21,2,6,2,190,5700,0,30,0,5700
sync_net,1,00:16:21,3,8,2,0,0,0,40,0,0
""
sync_net,1,00:16:22,0,1,1,400,4000,33.79,10,8000,-4000
sync_net,1,00:16:22,1,2,1,380,7600,20,20,0,7600
sync_net,1,00:16:22,2,5,1,190,5700,0,30,0,5700
sync_net,1,00:16:22,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:22,0,3,2,400,4000,10,10,0,4000
sync_net,1,00:16:22,1,4,2,380,7600,0,20,0,7600
sync_net,1,00:16:22,2,6,2,190,5700,0,30,0,5700
sync_net,1,00:16:22,3,8,2,0,0,0,40,0,0
""
sync_net,1,00:16:23,0,3,2,400,4000,10,10,0,4000
sync_net,1,00:16:23,1,4,2,380,7600,0,20,0,7600
sync_net,1,00:16:23,2,6,2,190,5700,0,30,0,5700
sync_net,1,00:16:23,3,8,2,0,0,0,40,0,0
""
sync_net,1,00:16:24,0,4,2,400,8000,20,20,4000,4000
sync_net,1,00:16:24,1,3,2,380,3800,10,10,0,3800
sync_net,1,00:16:24,2,6,2,190,5700,0,30,0,5700
sync_net,1,00:16:24,3,8,2,0,0,0,40,0,0
""
sync_net,1,00:16:24,0,1,1,400,4000,33.79,10,8000,-4000
sync_net,1,00:16:24,1,2,1,380,7600,20,20,0,7600
sync_net,1,00:16:24,2,5,1,190,5700,0,30,0,5700
sync_net,1,00:16:24,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:25,0,1,1,400,4000,33.79,10,8000,-4000
sync_net,1,00:16:25,1,2,1,380,7600,20,20,0,7600
sync_net,1,00:16:25,2,5,1,190,5700,0,30,0,5700
sync_net,1,00:16:25,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:26,0,4,2,400,8000,20,20,4000,4000
sync_net,1,00:16:26,1,3,2,380,3800,10,10,0,3800
sync_net,1,00:16:26,2,6,2,190,5700,0,30,0,5700
sync_net,1,00:16:26,3,8,2,0,0,0,40,0,0
""
sync_net,1,00:16:26,0,1,1,400,4000,33.79,10,8000,-4000
sync_net,1,00:16:26,1,2,1,380,7600,20,20,0,7600
sync_net,1,00:16:26,2,5,1,190,5700,0,30,0,5700
sync_net,1,00:16:26,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:27,0,4,2,400,8000,20,20,4000,4000
sync_net,1,00:16:27,1,3,2,380,3800,10,10,0,3800
sync_net,1,00:16:27,2,6,2,190,5700,0,30,0,5700
sync_net,1,00:16:27,3,8,2,0,0,0,40,0,0
""
sync_net,1,00:16:28,0,1,1,400,4000,33.79,10,12000,-8000
sync_net,1,00:16:28,1,5,1,380,11400,30,30,7600,3800
sync_net,1,00:16:28,2,2,1,190,3800,20,20,0,3800
sync_net,1,00:16:28,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:28,0,4,2,400,8000,20,20,4000,4000
sync_net,1,00:16:28,1,3,2,380,3800,10,10,0,3800
sync_net,1,00:16:28,2,6,2,190,5700,0,30,0,5700
sync_net,1,00:16:28,3,8,2,0,0,0,40,0,0
""
sync_net,1,00:16:29,0,4,2,400,8000,20,20,4000,4000
sync_net,1,00:16:29,1,3,2,380,3800,10,10,0,3800
sync_net,1,00:16:29,2,6,2,190,5700,0,30,0,5700
sync_net,1,00:16:29,3,8,2,0,0,0,40,0,0
""
sync_net,1,00:16:30,0,1,1,400,4000,33.79,10,12000,-8000
sync_net,1,00:16:30,1,5,1,380,11400,30,30,7600,3800
sync_net,1,00:16:30,2,2,1,190,3800,20,20,0,3800
sync_net,1,00:16:30,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:30,0,6,2,400,12000,30,30,8000,4000
sync_net,1,00:16:30,1,4,2,380,7600,20,20,3800,3800
sync_net,1,00:16:30,2,3,2,190,1900,10,10,0,1900
sync_net,1,00:16:30,3,8,2,0,0,0,40,0,0
""
sync_net,1,00:16:31,0,1,1,400,4000,33.79,10,12000,-8000
sync_net,1,00:16:31,1,5,1,380,11400,30,30,7600,3800
sync_net,1,00:16:31,2,2,1,190,3800,20,20,0,3800
sync_net,1,00:16:31,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:32,0,6,2,400,12000,30,30,8000,4000
sync_net,1,00:16:32,1,4,2,380,7600,20,20,3800,3800
sync_net,1,00:16:32,2,3,2,190,1900,10,10,0,1900
sync_net,1,00:16:32,3,8,2,0,0,0,40,0,0
""
sync_net,1,00:16:32,0,1,1,400,4000,33.79,10,12000,-8000
sync_net,1,00:16:32,1,5,1,380,11400,30,30,7600,3800
sync_net,1,00:16:32,2,2,1,190,3800,20,20,0,3800
sync_net,1,00:16:32,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:33,0,1,1,400,4000,33.79,10,12000,-8000
sync_net,1,00:16:33,1,5,1,380,11400,30,30,7600,3800
sync_net,1,00:16:33,2,2,1,190,3800,20,20,0,3800
sync_net,1,00:16:33,3,7,1,0,0,0,40,0,0
""
sync_net,1,00:16:34,0,6,2,400,12000,30,30,8000,4000
sync_net,1,00:16:34,1,4,2,380,7600,20,20,3800,3800
sync_net,1,00:16:34,2,3,2,190,1900,10,10,0,1900
sync_net,1,00:16:34,3,8,2,0,0,0,40,0,0
""
sync_net,1,00:16:34,0,7,1,400,16000,40,40,13516,2484
sync_net,1,00:16:34,1,1,1,380,3800,33.79,10,11400,-7600
sync_net,1,00:16:34,2,5,1,190,5700,30,30,3800,1900
sync_net,1,00:16:34,3,2,1,0,0,20,20,0,0
""
sync_net,1,00:16:35,0,6,2,400,12000,30,30,8000,4000
sync_net,1,00:16:35,1,4,2,380,7600,20,20,3800,3800
sync_net,1,00:16:35,2,3,2,190,1900,10,10,0,1900
sync_net,1,00:16:35,3,8,2,0,0,0,40,0,0
""
sync_net,1,00:16:36,0,7,1,400,16000,40,40,13516,2484
sync_net,1,00:16:36,1,1,1,380,3800,33.79,10,11400,-7600
sync_net,1,00:16:36,2,5,1,190,5700,30,30,3800,1900
sync_net,1,00:16:36,3,2,1,0,0,20,20,0,0
""
sync_net,1,00:16:36,0,6,2,400,12000,30,30,8000,4000
sync_net,1,00:16:36,1,4,2,380,7600,20,20,3800,3800
sync_net,1,00:16:36,2,3,2,190,1900,10,10,0,1900
sync_net,1,00:16:36,3,8,2,0,0,0,40,0,0
""
sync_net,1,00:16:37,0,8,2,400,16000,40,40,12000,4000
sync_net,1,00:16:37,1,6,2,380,11400,30,30,7600,3800
sync_net,1,00:16:37,2,4,2,190,3800,20,20,1900,1900
sync_net,1,00:16:37,3,3,2,0,0,10,10,0,0
""
sync_net,1,00:16:38,0,7,1,400,16000,40,40,13516,2484
sync_net,1,00:16:38,1,1,1,380,3800,33.79,10,11400,-7600
sync_net,1,00:16:38,2,5,1,190,5700,30,30,3800,1900
sync_net,1,00:16:38,3,2,1,0,0,20,20,0,0
""
sync_net,1,00:16:38,0,8,2,400,16000,40,40,12000,4000
sync_net,1,00:16:38,1,6,2,380,11400,30,30,7600,3800
sync_net,1,00:16:38,2,4,2,190,3800,20,20,1900,1900
sync_net,1,00:16:38,3,3,2,0,0,10,10,0,0
""
sync_net,1,00:16:39,0,7,1,400,16000,40,40,13516,2484
sync_net,1,00:16:39,1,1,1,380,3800,33.79,10,11400,-7600
sync_net,1,00:16:39,2,5,1,190,5700,30,30,3800,1900
sync_net,1,00:16:39,3,2,1,0,0,20,20,0,0
""
sync_net,1,00:16:40,0,7,1,400,16000,40,40,13516,2484
sync_net,1,00:16:40,1,1,1,380,3800,33.79,10,11400,-7600
sync_net,1,00:16:40,2,5,1,190,5700,30,30,3800,1900
sync_net,1,00:16:40,3,2,1,0,0,20,20,0,0
""
sync_net,1,00:16:40,0,8,2,400,16000,40,40,12000,4000
sync_net,1,00:16:40,1,6,2,380,11400,30,30,7600,3800
sync_net,1,00:16:40,2,4,2,190,3800,20,20,1900,1900
sync_net,1,00:16:40,3,3,2,0,0,10,10,0,0
""
sync_net,1,00:16:41,0,7,1,400,16000,40,40,12000,4000
sync_net,1,00:16:41,1,5,1,380,11400,30,30,7600,3800
sync_net,1,00:16:41,2,2,1,190,3800,20,20,3515,285
sync_net,1,00:16:41,3,1,1,0,0,18.5,10,0,0
""
sync_net,1,00:16:42,0,8,2,400,16000,40,40,12000,4000
sync_net,1,00:16:42,1,6,2,380,11400,30,30,7600,3800
sync_net,1,00:16:42,2,4,2,190,3800,20,20,1900,1900
sync_net,1,00:16:42,3,3,2,0,0,10,10,0,0
""
sync_net,1,00:16:42,0,7,1,400,16000,40,40,12000,4000
sync_net,1,00:16:42,1,5,1,380,11400,30,30,7600,3800
sync_net,1,00:16:42,2,2,1,190,3800,20,20,3399.1,400.9000000000001
sync_net,1,00:16:42,3,1,1,0,0,17.89,10,0,0
""
sync_net,1,00:16:43,0,7,1,400,16000,40,40,12000,4000
sync_net,1,00:16:43,1,5,1,380,11400,30,30,7600,3800
sync_net,1,00:16:43,2,2,1,190,3800,20,20,3399.1,400.9000000000001
sync_net,1,00:16:43,3,1,1,0,0,17.89,10,0,0
""
sync_net,1,00:16:44,0,7,1,400,16000,40,40,12000,4000
sync_net,1,00:16:44,1,5,1,380,11400,30,30,7600,3800
sync_net,1,00:16:44,2,2,1,190,3800,20,20,3399.1,400.9000000000001
sync_net,1,00:16:44,3,1,1,0,0,17.89,10,0,0
""
sync_net,1,00:16:44,0,8,2,400,16000,40,40,12000,4000
sync_net,1,00:16:44,1,6,2,380,11400,30,30,7600,3800
sync_net,1,00:16:44,2,4,2,190,3800,20,20,1900,1900
sync_net,1,00:16:44,3,3,2,0,0,10,10,0,0
""
sync_net,1,00:16:45,0,2,1,400,8000,48.47,20,16000,-8000
sync_net,1,00:16:45,1,7,1,380,15200,40,40,11400,3800
sync_net,1,00:16:45,2,5,1,190,5700,30,30,3399.1,2300.9
sync_net,1,00:16:45,3,1,1,0,0,17.89,10,0,0
""
sync_net,1,00:16:46,0,2,1,400,8000,48.47,20,16000,-8000
sync_net,1,00:16:46,1,7,1,380,15200,40,40,11400,3800
sync_net,1,00:16:46,2,5,1,190,5700,30,30,3399.1,2300.9
sync_net,1,00:16:46,3,1,1,0,0,17.89,10,0,0
""
sync_net,1,00:16:46,0,8,2,400,16000,40,40,12000,4000
sync_net,1,00:16:46,1,6,2,380,11400,30,30,7600,3800
sync_net,1,00:16:46,2,4,2,190,3800,20,20,1900,1900
sync_net,1,00:16:46,3,3,2,0,0,10,10,0,0
""
sync_net,1,00:16:47,0,2,1,400,8000,48.47,20,16000,-8000
sync_net,1,00:16:47,1,7,1,380,15200,40,40,11400,3800
sync_net,1,00:16:47,2,5,1,190,5700,30,30,3399.1,2300.9
sync_net,1,00:16:47,3,1,1,0,0,17.89,10,0,0
""
sync_net,1,00:16:48,0,8,2,400,16000,40,40,12000,4000
sync_net,1,00:16:48,1,6,2,380,11400,30,30,7600,3800
sync_net,1,00:16:48,2,4,2,190,3800,20,20,1900,1900
sync_net,1,00:16:48,3,3,2,0,0,10,10,0,0
""
sync_net,1,00:16:49,0,8,2,400,16000,40,40,12000,4000
sync_net,1,00:16:49,1,6,2,380,11400,30,30,7600,3800
sync_net,1,00:16:49,2,4,2,190,3800,20,20,1900,1900
sync_net,1,00:16:49,3,3,2,0,0,10,10,0,0
""
sync_net,1,00:16:49,0,2,1,400,8000,48.47,20,16000,-8000
sync_net,1,00:16:49,1,7,1,380,15200,40,40,11400,3800
sync_net,1,00:16:49,2,5,1,190,5700,30,30,3399.1,2300.9
sync_net,1,00:16:49,3,1,1,0,0,17.89,10,0,0
""
sync_net,1,00:16:50,0,3,2,400,4000,42.05,10,16000,-12000
sync_net,1,00:16:50,1,8,2,380,15200,40,40,11400,3800
sync_net,1,00:16:50,2,6,2,190,5700,30,30,3800,1900
sync_net,1,00:16:50,3,4,2,0,0,20,20,0,0
""
sync_net,1,00:16:51,0,2,1,400,8000,48.47,20,16000,-8000
sync_net,1,00:16:51,1,7,1,380,15200,40,40,11400,3800
sync_net,1,00:16:51,2,5,1,190,5700,30,30,3399.1,2300.9
sync_net,1,00:16:51,3,1,1,0,0,17.89,10,0,0
""
sync_net,1,00:16:51,0,3,2,400,4000,42.05,10,16000,-12000
sync_net,1,00:16:51,1,8,2,380,15200,40,40,11400,3800
sync_net,1,00:16:51,2,6,2,190,5700,30,30,3800,1900
sync_net,1,00:16:51,3,4,2,0,0,20,20,0,0
""
sync_net,1,00:16:52,0,3,2,400,4000,42.05,10,16000,-12000
sync_net,1,00:16:52,1,8,2,380,15200,40,40,11400,3800
sync_net,1,00:16:52,2,6,2,190,5700,30,30,3800,1900
sync_net,1,00:16:52,3,4,2,0,0,20,20,0,0
""
sync_net,1,00:16:53,0,2,1,400,8000,48.47,20,16000,-8000
sync_net,1,00:16:53,1,7,1,380,15200,40,40,11400,3800
sync_net,1,00:16:53,2,5,1,190,5700,30,30,3399.1,2300.9
sync_net,1,00:16:53,3,1,1,0,0,17.89,10,0,0
""
sync_net,1,00:16:53,0,3,2,400,4000,42.05,10,16000,-12000
sync_net,1,00:16:53,1,8,2,380,15200,40,40,13539.4,1660.6000000000004
sync_net,1,00:16:53,2,4,2,190,3800,35.63,20,5700,-1900
sync_net,1,00:16:53,3,6,2,0,0,30,30,0,0
""
